x,age,workclass,education,marital-status,relationship,race,gender,hours-per-week,income
22306,44,Private,Some-college,Divorced,Unmarried,White,Female,40,<=50K
22307,53,Private,Some-college,Married-civ-spouse,Husband,White,Male,36,>50K
22308,47,Self-emp-not-inc,Bachelors,Widowed,Unmarried,Asian-Pac-Islander,Female,60,<=50K
22309,24,Private,Some-college,Never-married,Own-child,White,Male,40,<=50K
22310,30,State-gov,Some-college,Married-civ-spouse,Wife,Black,Female,40,>50K
22311,42,Private,HS-grad,Separated,Unmarried,White,Female,45,<=50K
22312,19,Private,HS-grad,Never-married,Own-child,Black,Female,40,<=50K
22313,37,Self-emp-not-inc,11th,Never-married,Own-child,White,Male,37,<=50K
22314,26,Self-emp-not-inc,10th,Married-civ-spouse,Husband,White,Male,99,<=50K
22315,25,Local-gov,HS-grad,Never-married,Own-child,White,Male,16,<=50K
22316,52,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
22317,50,Local-gov,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
22318,40,Private,Prof-school,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,>50K
22319,32,Private,HS-grad,Married-spouse-absent,Other-relative,White,Male,40,<=50K
22320,37,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
22321,42,Local-gov,Masters,Never-married,Not-in-family,White,Female,35,<=50K
22322,47,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
22323,47,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
22324,28,Private,Bachelors,Married-civ-spouse,Wife,White,Female,40,>50K
22325,27,Private,Bachelors,Married-civ-spouse,Wife,Asian-Pac-Islander,Female,40,<=50K
22326,61,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,Black,Male,40,<=50K
22327,47,Private,5th-6th,Married-civ-spouse,Husband,White,Male,40,<=50K
22328,30,Private,Assoc-acdm,Never-married,Unmarried,Black,Female,40,<=50K
22329,54,Private,HS-grad,Married-civ-spouse,Wife,White,Female,40,>50K
22330,56,Local-gov,Prof-school,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,>50K
22331,69,Private,Some-college,Widowed,Not-in-family,White,Female,24,<=50K
22332,30,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
22333,36,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
22334,42,Self-emp-not-inc,11th,Married-civ-spouse,Husband,White,Male,60,<=50K
22335,45,Federal-gov,Bachelors,Married-civ-spouse,Husband,White,Male,45,>50K
22336,39,Private,Bachelors,Married-civ-spouse,Wife,White,Female,20,>50K
22337,26,Private,11th,Divorced,Own-child,White,Female,40,<=50K
22338,28,Local-gov,Bachelors,Married-civ-spouse,Husband,Black,Male,42,>50K
22339,31,Private,Masters,Married-civ-spouse,Husband,White,Male,40,>50K
22340,32,Private,5th-6th,Separated,Other-relative,White,Male,60,<=50K
22341,51,Private,HS-grad,Never-married,Other-relative,White,Female,40,<=50K
22342,29,Private,HS-grad,Married-civ-spouse,Husband,White,Male,60,<=50K
22343,38,Local-gov,Masters,Never-married,Not-in-family,White,Female,60,<=50K
22344,64,Private,Some-college,Widowed,Not-in-family,White,Female,10,<=50K
22345,26,State-gov,Some-college,Never-married,Own-child,White,Male,40,<=50K
22346,68,Private,5th-6th,Married-spouse-absent,Not-in-family,White,Male,22,<=50K
22347,32,Private,HS-grad,Married-civ-spouse,Husband,White,Male,48,<=50K
22348,29,Private,Some-college,Never-married,Own-child,White,Female,40,<=50K
22349,51,?,1st-4th,Separated,Unmarried,White,Female,40,<=50K
22350,21,Private,HS-grad,Never-married,Own-child,White,Male,40,<=50K
22351,26,?,10th,Separated,Other-relative,White,Female,40,<=50K
22352,33,Local-gov,Bachelors,Married-spouse-absent,Other-relative,Black,Male,40,<=50K
22353,26,Private,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
22354,52,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
22355,31,Private,HS-grad,Married-civ-spouse,Husband,White,Male,55,<=50K
22356,29,Local-gov,HS-grad,Never-married,Unmarried,White,Male,45,<=50K
22357,19,Private,Some-college,Never-married,Own-child,White,Female,27,<=50K
22358,51,Private,HS-grad,Married-civ-spouse,Wife,White,Female,40,<=50K
22359,45,Private,9th,Separated,Unmarried,Other,Female,40,<=50K
22360,20,Private,HS-grad,Married-civ-spouse,Own-child,Black,Male,32,<=50K
22361,40,Private,Some-college,Never-married,Not-in-family,White,Male,48,<=50K
22362,43,Private,Doctorate,Married-civ-spouse,Husband,White,Male,55,>50K
22363,52,Local-gov,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
22364,46,Private,Some-college,Divorced,Not-in-family,White,Female,24,<=50K
22365,24,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
22366,20,Private,9th,Never-married,Not-in-family,White,Male,50,<=50K
22367,38,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,60,<=50K
22368,44,Private,Bachelors,Never-married,Not-in-family,White,Female,45,<=50K
22369,24,Private,Bachelors,Never-married,Not-in-family,White,Female,40,<=50K
22370,32,State-gov,Prof-school,Married-civ-spouse,Husband,White,Male,75,>50K
22371,49,Private,7th-8th,Never-married,Other-relative,White,Male,35,<=50K
22372,36,Private,Masters,Never-married,Not-in-family,White,Female,40,<=50K
22373,31,Private,HS-grad,Separated,Not-in-family,White,Male,45,<=50K
22374,46,?,5th-6th,Married-civ-spouse,Husband,White,Male,40,<=50K
22375,46,Private,Some-college,Divorced,Not-in-family,White,Female,40,<=50K
22376,46,Local-gov,Some-college,Married-civ-spouse,Husband,White,Male,70,>50K
22377,29,Private,HS-grad,Married-spouse-absent,Not-in-family,Other,Female,40,<=50K
22378,37,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
22379,44,?,7th-8th,Married-civ-spouse,Husband,White,Male,25,<=50K
22380,28,?,Some-college,Never-married,Own-child,Black,Female,40,<=50K
22381,28,Self-emp-not-inc,Bachelors,Never-married,Own-child,White,Male,40,<=50K
22382,48,Private,HS-grad,Widowed,Unmarried,White,Female,40,<=50K
22383,52,Private,11th,Divorced,Not-in-family,Black,Female,20,<=50K
22384,19,Private,HS-grad,Never-married,Other-relative,White,Male,35,<=50K
22385,31,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
22386,47,Private,Bachelors,Married-civ-spouse,Husband,White,Male,55,>50K
22387,37,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
22388,22,?,Some-college,Never-married,Own-child,White,Male,2,<=50K
22389,46,Private,Assoc-acdm,Married-civ-spouse,Husband,White,Male,44,>50K
22390,51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,60,>50K
22391,50,Private,Masters,Married-civ-spouse,Husband,White,Male,45,>50K
22392,38,Private,7th-8th,Married-civ-spouse,Husband,White,Male,84,<=50K
22393,40,Local-gov,HS-grad,Married-civ-spouse,Husband,Black,Male,35,<=50K
22394,58,Private,Some-college,Divorced,Not-in-family,Other,Male,40,<=50K
22395,36,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
22396,26,Local-gov,Bachelors,Never-married,Own-child,Black,Female,35,<=50K
22397,17,?,12th,Never-married,Own-child,White,Female,40,<=50K
22398,49,Private,10th,Divorced,Not-in-family,White,Male,48,<=50K
22399,39,State-gov,Masters,Married-civ-spouse,Wife,White,Female,38,>50K
22400,46,Private,Bachelors,Married-civ-spouse,Husband,White,Male,45,>50K
22401,26,Private,HS-grad,Separated,Unmarried,Black,Female,37,<=50K
22402,40,Federal-gov,Masters,Never-married,Not-in-family,White,Female,40,<=50K
22403,53,State-gov,Doctorate,Married-civ-spouse,Husband,White,Male,40,>50K
22404,60,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,50,<=50K
22405,28,Private,HS-grad,Married-civ-spouse,Husband,Black,Male,40,<=50K
22406,22,?,Some-college,Never-married,Not-in-family,Asian-Pac-Islander,Female,12,<=50K
22407,31,Private,HS-grad,Married-civ-spouse,Husband,White,Male,55,<=50K
22408,45,Private,HS-grad,Divorced,Not-in-family,White,Male,50,>50K
22409,34,Private,HS-grad,Divorced,Unmarried,White,Male,40,<=50K
22410,27,State-gov,Masters,Never-married,Not-in-family,White,Male,40,<=50K
22411,40,Private,Some-college,Divorced,Not-in-family,Black,Female,40,<=50K
22412,68,Private,HS-grad,Widowed,Not-in-family,White,Female,32,<=50K
22413,51,Private,HS-grad,Married-civ-spouse,Husband,White,Male,50,<=50K
22414,55,Private,HS-grad,Married-civ-spouse,Husband,White,Male,20,<=50K
22415,43,Private,Assoc-acdm,Married-civ-spouse,Husband,White,Male,45,>50K
22416,23,State-gov,Bachelors,Never-married,Own-child,White,Female,27,<=50K
22417,48,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
22418,42,Self-emp-inc,Some-college,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,30,<=50K
22419,51,Self-emp-inc,HS-grad,Never-married,Not-in-family,White,Male,40,>50K
22420,32,Private,HS-grad,Married-civ-spouse,Husband,White,Male,55,<=50K
22421,34,Private,Some-college,Married-civ-spouse,Husband,White,Male,45,>50K
22422,31,Local-gov,HS-grad,Married-civ-spouse,Husband,White,Male,70,>50K
22423,71,?,7th-8th,Divorced,Unmarried,White,Male,45,<=50K
22424,17,Private,10th,Never-married,Own-child,White,Male,8,<=50K
22425,37,Private,HS-grad,Married-civ-spouse,Wife,White,Female,40,>50K
22426,26,Private,12th,Married-civ-spouse,Wife,Other,Female,40,<=50K
22427,17,Private,11th,Never-married,Own-child,White,Female,15,<=50K
22428,34,Private,Bachelors,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,>50K
22429,46,Private,11th,Married-civ-spouse,Husband,White,Male,40,>50K
22430,33,Private,HS-grad,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,<=50K
22431,41,Local-gov,Masters,Married-civ-spouse,Husband,White,Male,40,>50K
22432,59,Private,10th,Married-spouse-absent,Not-in-family,Asian-Pac-Islander,Male,40,<=50K
22433,50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,50,>50K
22434,46,Private,HS-grad,Married-civ-spouse,Husband,Black,Male,40,<=50K
22435,45,Private,Masters,Divorced,Not-in-family,White,Male,40,<=50K
22436,27,Private,HS-grad,Never-married,Not-in-family,White,Female,40,<=50K
22437,31,Private,Bachelors,Married-civ-spouse,Husband,White,Male,50,<=50K
22438,32,Private,HS-grad,Divorced,Unmarried,White,Female,38,<=50K
22439,28,Private,HS-grad,Married-civ-spouse,Husband,White,Male,50,<=50K
22440,32,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
22441,36,Private,Assoc-acdm,Never-married,Unmarried,White,Male,50,<=50K
22442,39,Self-emp-inc,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,>50K
22443,23,Private,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
22444,44,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
22445,37,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
22446,36,Private,7th-8th,Married-spouse-absent,Unmarried,White,Female,40,<=50K
22447,45,Private,11th,Married-spouse-absent,Unmarried,Asian-Pac-Islander,Female,40,<=50K
22448,43,Federal-gov,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
22449,49,Private,Prof-school,Never-married,Not-in-family,White,Female,55,>50K
22450,37,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
22451,26,Private,HS-grad,Never-married,Own-child,Black,Male,40,<=50K
22452,34,Private,Prof-school,Married-civ-spouse,Husband,White,Male,55,>50K
22453,51,Private,Some-college,Married-civ-spouse,Husband,White,Male,60,>50K
22454,24,Private,Some-college,Never-married,Not-in-family,White,Female,40,<=50K
22455,67,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,40,<=50K
22456,40,Private,HS-grad,Married-civ-spouse,Husband,White,Male,45,>50K
22457,32,Private,HS-grad,Married-civ-spouse,Wife,White,Female,40,>50K
22458,21,Private,Some-college,Never-married,Own-child,White,Female,16,<=50K
22459,39,Self-emp-not-inc,Some-college,Married-civ-spouse,Wife,White,Female,15,>50K
22460,33,Private,11th,Married-civ-spouse,Husband,White,Male,40,<=50K
22461,48,Private,HS-grad,Divorced,Not-in-family,White,Male,60,<=50K
22462,21,Private,Some-college,Never-married,Own-child,White,Female,30,<=50K
22463,68,Self-emp-inc,Assoc-voc,Widowed,Not-in-family,White,Female,50,>50K
22464,24,Private,HS-grad,Never-married,Not-in-family,Black,Male,40,<=50K
22465,24,Private,11th,Never-married,Unmarried,White,Male,40,<=50K
22466,23,Private,Bachelors,Never-married,Own-child,White,Female,45,<=50K
22467,40,Private,HS-grad,Married-civ-spouse,Husband,White,Male,63,<=50K
22468,48,Private,Bachelors,Married-spouse-absent,Not-in-family,White,Female,50,>50K
22469,42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,60,<=50K
22470,45,Federal-gov,Bachelors,Never-married,Not-in-family,Black,Female,40,<=50K
22471,31,Private,HS-grad,Married-civ-spouse,Husband,White,Male,50,>50K
22472,53,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,45,<=50K
22473,25,Private,Bachelors,Never-married,Own-child,Black,Female,55,<=50K
22474,32,Private,Some-college,Married-civ-spouse,Husband,Black,Male,50,<=50K
22475,34,Private,11th,Married-civ-spouse,Husband,White,Male,25,<=50K
22476,41,Self-emp-inc,Bachelors,Married-civ-spouse,Husband,White,Male,35,>50K
22477,57,Local-gov,HS-grad,Divorced,Unmarried,White,Female,40,<=50K
22478,25,Private,10th,Never-married,Unmarried,Amer-Indian-Eskimo,Male,40,<=50K
22479,40,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
22480,17,Private,11th,Never-married,Own-child,White,Female,13,<=50K
22481,17,Private,9th,Never-married,Own-child,White,Male,40,<=50K
22482,82,Self-emp-inc,Some-college,Widowed,Not-in-family,White,Male,20,<=50K
22483,40,Private,Assoc-acdm,Divorced,Unmarried,White,Female,32,<=50K
22484,26,Private,Some-college,Never-married,Not-in-family,Black,Male,35,<=50K
22485,37,Private,Some-college,Divorced,Not-in-family,White,Male,40,<=50K
22486,25,Private,10th,Married-civ-spouse,Husband,White,Male,40,<=50K
22487,65,Private,10th,Married-civ-spouse,Husband,White,Male,22,>50K
22488,39,Private,Bachelors,Divorced,Not-in-family,Asian-Pac-Islander,Male,40,<=50K
22489,36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
22490,37,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,45,<=50K
22491,23,Private,HS-grad,Never-married,Own-child,White,Male,40,<=50K
22492,34,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
22493,63,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,20,<=50K
22494,59,Private,HS-grad,Widowed,Not-in-family,White,Female,35,<=50K
22495,49,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
22496,62,?,9th,Never-married,Unmarried,White,Female,40,<=50K
22497,17,Private,11th,Never-married,Own-child,White,Female,9,<=50K
22498,28,Private,10th,Married-civ-spouse,Husband,White,Male,30,<=50K
22499,45,Federal-gov,Bachelors,Married-civ-spouse,Husband,White,Male,40,<=50K
22500,40,Self-emp-inc,Bachelors,Married-civ-spouse,Husband,White,Male,60,<=50K
22501,45,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
22502,20,Private,9th,Never-married,Own-child,White,Male,40,<=50K
22503,19,?,10th,Never-married,Not-in-family,White,Female,38,<=50K
22504,59,Local-gov,Bachelors,Married-civ-spouse,Wife,White,Female,22,>50K
22505,41,Private,HS-grad,Divorced,Unmarried,White,Male,40,<=50K
22506,49,Local-gov,Some-college,Divorced,Unmarried,White,Male,48,>50K
22507,37,Private,Assoc-voc,Divorced,Not-in-family,White,Male,45,>50K
22508,31,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,45,<=50K
22509,21,Private,Some-college,Never-married,Own-child,White,Male,40,<=50K
22510,27,Private,Bachelors,Never-married,Not-in-family,White,Female,15,<=50K
22511,20,?,HS-grad,Never-married,Other-relative,White,Male,40,<=50K
22512,51,Private,HS-grad,Divorced,Not-in-family,White,Female,40,<=50K
22513,46,Private,1st-4th,Married-civ-spouse,Husband,White,Male,40,<=50K
22514,48,Private,Some-college,Married-civ-spouse,Husband,White,Male,60,>50K
22515,39,Local-gov,Masters,Divorced,Not-in-family,White,Female,40,<=50K
22516,50,Private,Assoc-acdm,Married-civ-spouse,Husband,Black,Male,45,>50K
22517,41,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
22518,21,Private,Some-college,Never-married,Not-in-family,White,Female,25,<=50K
22519,54,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Husband,White,Male,50,>50K
22520,40,Private,HS-grad,Married-civ-spouse,Wife,White,Female,40,>50K
22521,44,Private,HS-grad,Married-civ-spouse,Husband,White,Male,41,<=50K
22522,50,Private,HS-grad,Married-civ-spouse,Husband,White,Male,50,>50K
22523,42,Private,Some-college,Divorced,Unmarried,White,Female,45,<=50K
22524,34,Private,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
22525,46,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
22526,35,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
22527,38,Private,Assoc-acdm,Married-civ-spouse,Husband,White,Male,40,>50K
22528,37,Private,Prof-school,Divorced,Not-in-family,White,Male,36,>50K
22529,30,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
22530,22,Private,Bachelors,Never-married,Own-child,White,Female,40,<=50K
22531,21,Private,HS-grad,Never-married,Own-child,White,Male,40,<=50K
22532,40,Private,Preschool,Married-spouse-absent,Own-child,White,Male,40,<=50K
22533,56,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,55,<=50K
22534,48,Private,9th,Married-civ-spouse,Husband,White,Male,40,<=50K
22535,21,Private,Assoc-voc,Never-married,Own-child,White,Female,36,<=50K
22536,52,Private,11th,Widowed,Not-in-family,White,Male,40,<=50K
22537,60,Local-gov,Masters,Married-civ-spouse,Husband,White,Male,50,>50K
22538,45,Private,Doctorate,Married-civ-spouse,Husband,White,Male,50,>50K
22539,30,Private,HS-grad,Married-civ-spouse,Husband,White,Male,45,<=50K
22540,31,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
22541,43,Private,HS-grad,Married-civ-spouse,Husband,White,Male,35,<=50K
22542,36,Private,9th,Married-civ-spouse,Husband,White,Male,35,<=50K
22543,42,Private,Prof-school,Married-civ-spouse,Husband,White,Male,60,<=50K
22544,28,Local-gov,Masters,Married-civ-spouse,Wife,White,Female,35,>50K
22545,62,Private,Prof-school,Married-civ-spouse,Husband,White,Male,45,>50K
22546,65,?,HS-grad,Separated,Not-in-family,White,Female,40,<=50K
22547,45,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,>50K
22548,47,Private,Bachelors,Married-civ-spouse,Husband,White,Male,38,>50K
22549,43,Private,Assoc-acdm,Married-civ-spouse,Husband,White,Male,40,<=50K
22550,24,Private,Some-college,Never-married,Not-in-family,White,Male,35,<=50K
22551,44,Private,HS-grad,Separated,Unmarried,White,Female,39,<=50K
22552,25,Private,HS-grad,Never-married,Own-child,White,Male,25,<=50K
22553,21,Private,Some-college,Never-married,Not-in-family,White,Male,40,<=50K
22554,29,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,43,<=50K
22555,21,Private,Some-college,Never-married,Not-in-family,White,Male,40,<=50K
22556,41,Self-emp-inc,Prof-school,Married-civ-spouse,Husband,White,Male,45,>50K
22557,64,?,Bachelors,Married-civ-spouse,Wife,Black,Female,8,<=50K
22558,55,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,99,<=50K
22559,42,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
22560,63,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,35,<=50K
22561,21,Private,Some-college,Never-married,Own-child,White,Male,24,<=50K
22562,28,Private,Assoc-voc,Never-married,Unmarried,White,Female,55,<=50K
22563,45,Private,HS-grad,Married-civ-spouse,Wife,White,Female,35,<=50K
22564,21,Private,HS-grad,Never-married,Own-child,White,Female,40,<=50K
22565,34,Private,Masters,Married-civ-spouse,Wife,Asian-Pac-Islander,Female,40,>50K
22566,53,Private,12th,Never-married,Not-in-family,Other,Female,35,<=50K
22567,45,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
22568,47,Private,HS-grad,Divorced,Not-in-family,White,Female,4,<=50K
22569,41,Private,11th,Divorced,Unmarried,White,Female,36,<=50K
22570,35,Private,Bachelors,Married-civ-spouse,Wife,White,Female,30,>50K
22571,43,Self-emp-inc,Masters,Married-civ-spouse,Husband,White,Male,50,>50K
22572,53,Local-gov,1st-4th,Married-civ-spouse,Husband,White,Male,32,<=50K
22573,34,Private,Some-college,Never-married,Not-in-family,White,Male,45,<=50K
22574,46,Federal-gov,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,>50K
22575,59,Private,Assoc-acdm,Widowed,Not-in-family,White,Female,40,>50K
22576,53,Private,Bachelors,Divorced,Unmarried,Asian-Pac-Islander,Male,50,<=50K
22577,33,Private,7th-8th,Separated,Not-in-family,Black,Male,35,<=50K
22578,45,Private,HS-grad,Married-civ-spouse,Husband,White,Male,50,<=50K
22579,48,Self-emp-inc,Masters,Married-civ-spouse,Husband,White,Male,40,>50K
22580,42,Private,Some-college,Divorced,Unmarried,White,Female,40,<=50K
22581,55,Private,HS-grad,Married-civ-spouse,Husband,White,Male,72,>50K
22582,46,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,50,<=50K
22583,17,Private,11th,Never-married,Own-child,White,Female,16,<=50K
22584,23,Private,Some-college,Never-married,Unmarried,Amer-Indian-Eskimo,Female,35,<=50K
22585,21,Private,HS-grad,Never-married,Not-in-family,White,Male,60,<=50K
22586,53,Federal-gov,HS-grad,Divorced,Not-in-family,Black,Male,40,<=50K
22587,61,Self-emp-inc,HS-grad,Married-civ-spouse,Husband,White,Male,20,>50K
22588,58,State-gov,HS-grad,Divorced,Own-child,Black,Male,40,<=50K
22589,36,Private,HS-grad,Married-civ-spouse,Husband,White,Male,50,<=50K
22590,45,Local-gov,Some-college,Divorced,Unmarried,Black,Female,38,<=50K
22591,39,Private,Bachelors,Married-civ-spouse,Wife,White,Female,30,>50K
22592,39,Private,Bachelors,Divorced,Not-in-family,White,Female,50,>50K
22593,48,Self-emp-inc,Doctorate,Married-civ-spouse,Wife,White,Female,40,>50K
22594,41,Private,Bachelors,Married-civ-spouse,Husband,White,Male,38,<=50K
22595,30,Private,Assoc-acdm,Married-civ-spouse,Husband,White,Male,40,<=50K
22596,50,Private,Assoc-acdm,Divorced,Not-in-family,Black,Male,45,<=50K
22597,51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,48,>50K
22598,23,Private,Some-college,Separated,Unmarried,White,Female,40,<=50K
22599,41,Private,Some-college,Married-civ-spouse,Husband,White,Male,60,<=50K
22600,47,Federal-gov,HS-grad,Married-civ-spouse,Husband,White,Male,70,<=50K
22601,51,Private,Bachelors,Married-civ-spouse,Husband,White,Male,55,<=50K
22602,60,Self-emp-inc,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
22603,51,Private,Bachelors,Divorced,Unmarried,White,Female,40,<=50K
22604,20,Local-gov,Some-college,Never-married,Not-in-family,White,Male,40,<=50K
22605,29,Local-gov,HS-grad,Never-married,Own-child,White,Female,37,<=50K
22606,42,State-gov,Some-college,Married-civ-spouse,Husband,Black,Male,48,<=50K
22607,32,Private,HS-grad,Divorced,Not-in-family,Black,Female,16,<=50K
22608,19,Private,12th,Never-married,Other-relative,White,Male,40,<=50K
22609,34,Private,Assoc-voc,Married-civ-spouse,Husband,Black,Male,45,>50K
22610,48,Private,HS-grad,Widowed,Not-in-family,White,Female,48,<=50K
22611,38,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
22612,38,Private,Prof-school,Never-married,Not-in-family,White,Female,50,>50K
22613,40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,50,<=50K
22614,39,Private,Masters,Never-married,Not-in-family,White,Male,50,>50K
22615,38,Private,Masters,Married-civ-spouse,Husband,Black,Male,40,<=50K
22616,26,Private,Bachelors,Never-married,Not-in-family,White,Female,40,<=50K
22617,23,State-gov,Some-college,Never-married,Own-child,White,Male,10,<=50K
22618,20,Private,5th-6th,Never-married,Other-relative,White,Male,40,<=50K
22619,49,Private,Bachelors,Married-spouse-absent,Not-in-family,Amer-Indian-Eskimo,Male,40,<=50K
22620,23,Private,HS-grad,Never-married,Own-child,Black,Female,40,<=50K
22621,47,Private,Bachelors,Married-civ-spouse,Husband,White,Male,45,>50K
22622,43,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
22623,56,Private,Some-college,Divorced,Not-in-family,White,Male,30,<=50K
22624,60,Self-emp-not-inc,11th,Married-civ-spouse,Husband,White,Male,35,<=50K
22625,29,Private,HS-grad,Divorced,Own-child,White,Male,40,<=50K
22626,25,Private,Bachelors,Never-married,Not-in-family,Black,Female,38,<=50K
22627,39,Private,Assoc-voc,Never-married,Not-in-family,White,Male,40,<=50K
22628,37,Private,Assoc-voc,Never-married,Not-in-family,Other,Female,35,<=50K
22629,38,Private,Bachelors,Never-married,Not-in-family,White,Male,45,<=50K
22630,47,Private,HS-grad,Divorced,Not-in-family,White,Female,36,<=50K
22631,50,Self-emp-not-inc,Prof-school,Divorced,Not-in-family,White,Male,50,>50K
22632,64,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
22633,35,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
22634,25,?,11th,Never-married,Unmarried,White,Female,40,<=50K
22635,42,Private,Bachelors,Married-civ-spouse,Husband,White,Male,44,>50K
22636,51,Private,Bachelors,Separated,Not-in-family,White,Male,40,<=50K
22637,21,Private,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
22638,53,Self-emp-not-inc,Masters,Divorced,Not-in-family,White,Male,50,>50K
22639,29,Private,Assoc-voc,Divorced,Not-in-family,White,Female,40,<=50K
22640,34,Private,Prof-school,Married-civ-spouse,Husband,White,Male,50,<=50K
22641,37,Private,Masters,Married-civ-spouse,Husband,White,Male,50,>50K
22642,20,Private,12th,Never-married,Own-child,White,Female,40,<=50K
22643,18,Private,Some-college,Never-married,Not-in-family,White,Male,50,<=50K
22644,57,Private,Some-college,Married-civ-spouse,Husband,White,Male,45,>50K
22645,47,?,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,>50K
22646,27,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
22647,23,Self-emp-inc,Assoc-voc,Never-married,Not-in-family,White,Male,50,<=50K
22648,36,Self-emp-inc,Bachelors,Divorced,Not-in-family,White,Male,60,<=50K
22649,48,Private,HS-grad,Divorced,Other-relative,White,Female,40,<=50K
22650,40,Private,Some-college,Married-civ-spouse,Husband,White,Male,43,<=50K
22651,51,Private,Bachelors,Divorced,Not-in-family,White,Female,16,<=50K
22652,59,Private,9th,Married-civ-spouse,Husband,White,Male,40,<=50K
22653,32,Private,Some-college,Married-civ-spouse,Other-relative,Asian-Pac-Islander,Female,40,<=50K
22654,39,Private,Some-college,Divorced,Not-in-family,White,Male,40,<=50K
