age,workclass,education,marital-status,relationship,race,gender,hours-per-week,income
32,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
24,Self-emp-not-inc,HS-grad,Separated,Unmarried,White,Female,50,<=50K
50,State-gov,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
26,Self-emp-inc,Bachelors,Married-civ-spouse,Husband,White,Male,80,>50K
35,Private,HS-grad,Married-civ-spouse,Husband,White,Male,35,<=50K
31,Private,Bachelors,Married-civ-spouse,Husband,White,Male,44,>50K
24,Private,1st-4th,Never-married,Not-in-family,Other,Male,66,<=50K
40,Private,HS-grad,Married-civ-spouse,Husband,White,Male,56,<=50K
31,Private,Bachelors,Never-married,Not-in-family,White,Male,55,<=50K
43,Private,HS-grad,Never-married,Own-child,White,Male,40,<=50K
44,Private,HS-grad,Married-civ-spouse,Husband,White,Male,35,>50K
40,Private,Bachelors,Never-married,Other-relative,White,Female,40,<=50K
52,Local-gov,Some-college,Married-civ-spouse,Husband,White,Male,42,<=50K
51,Self-emp-not-inc,5th-6th,Married-civ-spouse,Husband,White,Male,40,<=50K
39,State-gov,Bachelors,Married-civ-spouse,Husband,White,Male,40,<=50K
40,Private,Assoc-acdm,Married-civ-spouse,Husband,White,Male,50,>50K
40,Self-emp-not-inc,Some-college,Never-married,Not-in-family,White,Male,35,<=50K
33,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
38,Local-gov,Some-college,Married-civ-spouse,Husband,White,Male,60,>50K
29,Private,Assoc-voc,Divorced,Unmarried,White,Male,50,<=50K
37,Private,Some-college,Divorced,Not-in-family,Black,Female,37,<=50K
37,Private,HS-grad,Married-civ-spouse,Husband,White,Male,45,>50K
19,Private,HS-grad,Never-married,Own-child,White,Male,40,<=50K
46,Local-gov,HS-grad,Married-civ-spouse,Husband,Black,Male,40,<=50K
46,Private,Assoc-acdm,Married-civ-spouse,Husband,White,Male,40,>50K
37,Private,Some-college,Never-married,Own-child,Black,Male,30,<=50K
34,Private,Some-college,Separated,Unmarried,Black,Female,40,<=50K
38,Private,Some-college,Divorced,Unmarried,White,Female,43,<=50K
26,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
34,Private,Bachelors,Never-married,Not-in-family,White,Female,35,<=50K
57,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,<=50K
33,Private,11th,Never-married,Not-in-family,White,Male,65,<=50K
26,Local-gov,Some-college,Never-married,Own-child,White,Male,40,<=50K
20,Private,HS-grad,Never-married,Not-in-family,White,Female,84,<=50K
38,Private,Bachelors,Married-civ-spouse,Husband,White,Male,60,>50K
61,Private,Some-college,Married-civ-spouse,Husband,White,Male,6,<=50K
36,Self-emp-not-inc,Doctorate,Married-civ-spouse,Husband,White,Male,45,>50K
17,Private,Some-college,Never-married,Own-child,White,Male,16,<=50K
40,Private,Some-college,Married-civ-spouse,Husband,Other,Male,40,>50K
18,Private,11th,Never-married,Own-child,White,Male,16,<=50K
21,Private,Assoc-acdm,Never-married,Own-child,White,Female,32,<=50K
41,Private,HS-grad,Never-married,Own-child,White,Male,40,<=50K
46,Private,11th,Separated,Not-in-family,White,Female,40,<=50K
55,Federal-gov,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
27,Private,Assoc-acdm,Never-married,Not-in-family,White,Male,52,<=50K
39,Private,HS-grad,Married-civ-spouse,Husband,White,Male,42,<=50K
36,Private,HS-grad,Never-married,Own-child,Black,Male,48,<=50K
51,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
27,Private,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
30,Local-gov,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
42,Private,HS-grad,Divorced,Not-in-family,White,Male,47,<=50K
23,Private,Bachelors,Never-married,Own-child,White,Female,20,<=50K
56,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,>50K
41,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,50,<=50K
49,Private,HS-grad,Married-civ-spouse,Husband,White,Male,46,<=50K
46,Federal-gov,Assoc-voc,Divorced,Not-in-family,Amer-Indian-Eskimo,Female,60,<=50K
54,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
38,Private,Some-college,Married-civ-spouse,Husband,White,Male,43,>50K
45,Self-emp-not-inc,Prof-school,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,50,>50K
50,Self-emp-not-inc,Prof-school,Married-civ-spouse,Husband,White,Male,30,>50K
22,Private,Some-college,Never-married,Not-in-family,White,Female,40,<=50K
31,Private,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
27,Private,HS-grad,Divorced,Not-in-family,White,Male,30,<=50K
34,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
46,Private,11th,Never-married,Own-child,White,Male,30,<=50K
47,Private,Bachelors,Married-civ-spouse,Husband,White,Male,60,>50K
36,State-gov,Assoc-voc,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,<=50K
22,Private,HS-grad,Never-married,Own-child,White,Male,40,<=50K
51,Private,HS-grad,Married-civ-spouse,Husband,White,Male,45,<=50K
43,Private,Some-college,Divorced,Not-in-family,White,Male,30,<=50K
54,Private,Some-college,Widowed,Not-in-family,White,Male,50,<=50K
24,Private,9th,Never-married,Own-child,Black,Female,40,<=50K
29,Private,Prof-school,Never-married,Not-in-family,Asian-Pac-Islander,Male,55,<=50K
40,State-gov,Some-college,Divorced,Unmarried,White,Female,38,<=50K
18,Private,11th,Never-married,Own-child,White,Male,20,<=50K
31,Private,Bachelors,Never-married,Not-in-family,White,Male,50,<=50K
57,Private,Doctorate,Married-civ-spouse,Husband,White,Male,40,>50K
32,Private,Masters,Never-married,Not-in-family,Black,Female,40,<=50K
48,Private,Masters,Married-civ-spouse,Husband,White,Male,40,>50K
24,Private,Some-college,Married-civ-spouse,Husband,White,Male,35,<=50K
24,Private,Assoc-acdm,Divorced,Not-in-family,White,Female,22,<=50K
24,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,<=50K
49,Local-gov,Bachelors,Married-civ-spouse,Wife,White,Female,30,>50K
27,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,70,<=50K
37,Private,Some-college,Divorced,Unmarried,White,Female,40,<=50K
33,Private,Some-college,Married-civ-spouse,Husband,White,Male,60,>50K
19,Private,Some-college,Never-married,Own-child,White,Male,25,<=50K
45,Private,Bachelors,Married-civ-spouse,Wife,White,Female,40,>50K
54,Local-gov,Masters,Divorced,Not-in-family,White,Female,40,<=50K
47,Private,HS-grad,Divorced,Unmarried,White,Male,40,<=50K
22,Private,Some-college,Married-spouse-absent,Own-child,Other,Female,22,<=50K
20,Private,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
36,Private,9th,Married-civ-spouse,Husband,White,Male,40,<=50K
58,Self-emp-not-inc,7th-8th,Married-civ-spouse,Husband,White,Male,40,>50K
34,Self-emp-inc,Bachelors,Divorced,Unmarried,White,Female,40,<=50K
36,Private,Masters,Married-civ-spouse,Wife,White,Female,44,>50K
28,Local-gov,Bachelors,Never-married,Not-in-family,Black,Female,60,<=50K
38,Local-gov,Assoc-voc,Divorced,Own-child,White,Male,40,<=50K
32,Private,11th,Never-married,Not-in-family,Asian-Pac-Islander,Male,40,<=50K
35,Self-emp-inc,HS-grad,Married-civ-spouse,Husband,White,Male,60,<=50K
51,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Husband,White,Male,60,<=50K
33,Private,Some-college,Never-married,Not-in-family,White,Male,45,<=50K
71,Private,Masters,Divorced,Not-in-family,White,Female,15,<=50K
48,Private,Masters,Married-civ-spouse,Husband,White,Male,40,>50K
53,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,50,<=50K
40,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,>50K
64,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,5,<=50K
42,Federal-gov,HS-grad,Married-civ-spouse,Husband,White,Male,48,>50K
25,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
66,Private,Some-college,Widowed,Unmarried,White,Female,50,>50K
59,Federal-gov,Masters,Never-married,Not-in-family,White,Female,40,>50K
42,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,55,>50K
24,Private,HS-grad,Never-married,Unmarried,White,Male,40,<=50K
19,Private,HS-grad,Never-married,Own-child,White,Female,25,<=50K
26,Private,Some-college,Never-married,Own-child,White,Female,24,<=50K
22,Private,HS-grad,Never-married,Own-child,Black,Male,30,<=50K
33,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
63,Private,11th,Never-married,Not-in-family,White,Male,12,<=50K
20,Private,Some-college,Never-married,Not-in-family,White,Male,30,<=50K
33,Private,5th-6th,Married-spouse-absent,Not-in-family,White,Male,40,<=50K
56,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
70,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Husband,White,Male,24,>50K
42,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
25,Local-gov,Bachelors,Never-married,Not-in-family,Black,Female,40,<=50K
28,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
80,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
36,Private,10th,Never-married,Not-in-family,Black,Female,40,<=50K
37,Private,Masters,Married-civ-spouse,Husband,White,Male,40,>50K
38,Private,HS-grad,Married-civ-spouse,Husband,White,Male,60,>50K
52,State-gov,HS-grad,Separated,Not-in-family,White,Female,35,<=50K
49,Private,HS-grad,Widowed,Unmarried,White,Female,40,<=50K
30,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
36,Private,Some-college,Married-civ-spouse,Husband,Black,Male,50,>50K
70,Self-emp-inc,Prof-school,Married-civ-spouse,Husband,White,Male,35,>50K
55,Private,Some-college,Widowed,Not-in-family,White,Male,62,>50K
25,Private,Bachelors,Widowed,Not-in-family,White,Female,40,<=50K
59,Private,HS-grad,Married-civ-spouse,Wife,White,Female,40,>50K
22,Private,Some-college,Never-married,Not-in-family,White,Male,40,<=50K
41,Local-gov,Assoc-acdm,Separated,Not-in-family,White,Male,50,<=50K
62,Private,HS-grad,Married-civ-spouse,Husband,White,Male,45,>50K
54,Private,HS-grad,Never-married,Other-relative,White,Female,40,<=50K
38,Private,HS-grad,Never-married,Unmarried,Black,Female,40,<=50K
52,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
36,Private,11th,Married-civ-spouse,Husband,White,Male,40,<=50K
74,Self-emp-inc,HS-grad,Married-civ-spouse,Husband,White,Male,30,>50K
35,Self-emp-not-inc,5th-6th,Married-civ-spouse,Wife,White,Female,15,<=50K
41,Private,12th,Divorced,Not-in-family,Amer-Indian-Eskimo,Male,40,<=50K
30,Private,Assoc-voc,Married-civ-spouse,Wife,White,Female,40,<=50K
25,Private,HS-grad,Married-civ-spouse,Husband,White,Male,48,<=50K
35,Private,Some-college,Never-married,Not-in-family,White,Male,60,>50K
38,Private,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
34,State-gov,Masters,Married-civ-spouse,Husband,White,Male,40,>50K
48,Private,Masters,Married-civ-spouse,Husband,White,Male,50,>50K
50,Self-emp-not-inc,5th-6th,Never-married,Not-in-family,Asian-Pac-Islander,Female,15,<=50K
19,Private,HS-grad,Never-married,Own-child,White,Female,40,<=50K
51,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
39,Private,Bachelors,Divorced,Unmarried,White,Male,40,<=50K
20,Private,11th,Never-married,Own-child,White,Female,40,<=50K
17,Private,11th,Never-married,Own-child,White,Male,16,<=50K
42,Private,Some-college,Married-civ-spouse,Husband,White,Male,50,>50K
25,Private,Some-college,Never-married,Other-relative,Other,Female,25,<=50K
36,Private,HS-grad,Divorced,Unmarried,White,Female,40,<=50K
65,Private,Doctorate,Widowed,Not-in-family,White,Female,40,<=50K
32,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,70,>50K
33,Self-emp-inc,Bachelors,Never-married,Not-in-family,White,Male,45,<=50K
32,State-gov,Some-college,Never-married,Unmarried,Black,Female,20,<=50K
25,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
41,Local-gov,Some-college,Divorced,Unmarried,White,Female,40,<=50K
44,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
72,Private,10th,Married-civ-spouse,Husband,White,Male,12,<=50K
36,Private,HS-grad,Divorced,Not-in-family,White,Male,52,<=50K
67,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,20,<=50K
28,Private,HS-grad,Married-civ-spouse,Husband,White,Male,45,<=50K
24,Private,11th,Married-civ-spouse,Husband,Other,Male,40,<=50K
17,Private,7th-8th,Never-married,Own-child,White,Male,8,<=50K
32,Self-emp-not-inc,Bachelors,Divorced,Unmarried,Black,Female,30,<=50K
67,Private,11th,Widowed,Not-in-family,White,Female,40,<=50K
51,Private,Masters,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,<=50K
32,Private,1st-4th,Never-married,Not-in-family,White,Male,40,<=50K
39,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
18,Self-emp-not-inc,Some-college,Never-married,Not-in-family,White,Female,35,<=50K
50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,45,>50K
24,Private,10th,Never-married,Not-in-family,White,Female,15,<=50K
21,Local-gov,Some-college,Never-married,Not-in-family,White,Female,40,<=50K
24,Private,Bachelors,Never-married,Other-relative,Asian-Pac-Islander,Female,16,<=50K
34,Private,Assoc-voc,Never-married,Own-child,White,Male,40,<=50K
49,Self-emp-not-inc,10th,Never-married,Not-in-family,Black,Male,32,<=50K
50,Private,HS-grad,Divorced,Not-in-family,Amer-Indian-Eskimo,Female,40,<=50K
33,Private,Assoc-acdm,Divorced,Own-child,White,Female,40,<=50K
18,Private,Some-college,Never-married,Own-child,White,Male,40,<=50K
45,Private,Assoc-voc,Divorced,Unmarried,White,Female,55,>50K
20,Private,HS-grad,Never-married,Not-in-family,White,Female,35,<=50K
46,Self-emp-inc,Bachelors,Married-civ-spouse,Husband,White,Male,37,>50K
64,Local-gov,HS-grad,Widowed,Not-in-family,White,Female,40,<=50K
39,Private,Doctorate,Never-married,Not-in-family,White,Male,45,<=50K
35,Private,HS-grad,Never-married,Not-in-family,White,Male,70,<=50K
21,Private,Some-college,Never-married,Not-in-family,White,Male,32,<=50K
29,Private,Assoc-acdm,Never-married,Not-in-family,White,Male,45,<=50K
38,State-gov,Bachelors,Married-civ-spouse,Wife,Black,Female,30,>50K
45,Private,HS-grad,Divorced,Unmarried,White,Female,40,<=50K
30,Self-emp-not-inc,Masters,Divorced,Not-in-family,Asian-Pac-Islander,Male,50,>50K
41,Private,Some-college,Married-civ-spouse,Wife,White,Female,40,>50K
37,Private,HS-grad,Never-married,Not-in-family,Asian-Pac-Islander,Male,40,<=50K
45,Private,Bachelors,Married-civ-spouse,Husband,White,Male,60,>50K
45,Self-emp-inc,HS-grad,Married-civ-spouse,Husband,White,Male,48,>50K
20,Federal-gov,HS-grad,Never-married,Other-relative,White,Male,20,<=50K
63,Self-emp-inc,Some-college,Widowed,Not-in-family,White,Female,60,>50K
35,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
24,Private,Bachelors,Married-civ-spouse,Husband,White,Male,50,<=50K
19,Private,Some-college,Never-married,Not-in-family,White,Male,50,<=50K
23,Private,HS-grad,Never-married,Own-child,White,Male,35,<=50K
34,Private,Bachelors,Never-married,Not-in-family,White,Female,45,<=50K
36,Self-emp-not-inc,5th-6th,Married-civ-spouse,Husband,White,Male,50,>50K
46,Private,HS-grad,Never-married,Other-relative,White,Male,5,<=50K
38,Local-gov,Bachelors,Married-civ-spouse,Husband,White,Male,42,>50K
55,Local-gov,12th,Widowed,Not-in-family,White,Female,40,<=50K
27,Private,Some-college,Never-married,Other-relative,Asian-Pac-Islander,Male,40,<=50K
48,Private,Some-college,Married-civ-spouse,Husband,White,Male,45,>50K
35,Private,HS-grad,Divorced,Own-child,White,Female,50,<=50K
53,Private,Some-college,Married-civ-spouse,Husband,Black,Male,40,>50K
47,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
50,Private,Some-college,Divorced,Not-in-family,White,Male,22,<=50K
32,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
40,Private,HS-grad,Married-civ-spouse,Husband,White,Male,46,<=50K
41,Private,Some-college,Married-civ-spouse,Husband,White,Male,50,>50K
47,Federal-gov,Bachelors,Divorced,Not-in-family,White,Male,40,<=50K
21,Private,Some-college,Never-married,Own-child,Black,Female,25,<=50K
45,Local-gov,Masters,Married-civ-spouse,Husband,White,Male,35,<=50K
33,Private,7th-8th,Never-married,Unmarried,Black,Female,14,<=50K
68,Without-pay,Some-college,Married-spouse-absent,Unmarried,White,Female,25,<=50K
44,Private,Prof-school,Married-civ-spouse,Husband,White,Male,55,>50K
49,Private,10th,Married-civ-spouse,Husband,White,Male,50,<=50K
45,Private,Doctorate,Married-civ-spouse,Husband,White,Male,40,>50K
41,Private,Some-college,Married-civ-spouse,Husband,White,Male,65,>50K
29,Private,7th-8th,Married-civ-spouse,Husband,White,Male,40,<=50K
46,Private,Some-college,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,60,<=50K
19,Private,HS-grad,Never-married,Other-relative,White,Male,25,<=50K
56,Private,10th,Married-civ-spouse,Husband,White,Male,40,<=50K
55,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,60,<=50K
29,Private,HS-grad,Never-married,Not-in-family,White,Male,50,<=50K
21,Private,HS-grad,Never-married,Not-in-family,White,Female,25,<=50K
38,Private,HS-grad,Divorced,Not-in-family,White,Male,40,<=50K
52,Private,5th-6th,Never-married,Not-in-family,White,Male,50,<=50K
22,Private,HS-grad,Never-married,Own-child,White,Female,40,<=50K
20,Private,HS-grad,Married-civ-spouse,Husband,White,Male,60,<=50K
31,Private,HS-grad,Never-married,Own-child,Black,Male,50,<=50K
39,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
55,Private,Some-college,Divorced,Not-in-family,White,Female,40,<=50K
35,Private,Assoc-acdm,Separated,Unmarried,White,Male,40,<=50K
45,Private,Bachelors,Married-civ-spouse,Husband,White,Male,55,>50K
61,Private,Masters,Married-civ-spouse,Husband,White,Male,60,>50K
18,Private,HS-grad,Never-married,Own-child,White,Male,30,<=50K
51,State-gov,Bachelors,Widowed,Not-in-family,White,Male,40,<=50K
37,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
32,Private,Some-college,Never-married,Own-child,White,Female,38,<=50K
48,Private,HS-grad,Separated,Unmarried,Black,Male,45,<=50K
62,Private,7th-8th,Married-civ-spouse,Husband,White,Male,53,<=50K
28,Private,HS-grad,Never-married,Not-in-family,White,Male,45,<=50K
19,Private,10th,Never-married,Other-relative,White,Male,45,<=50K
20,Private,Some-college,Never-married,Own-child,White,Female,15,<=50K
41,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,<=50K
29,Private,Bachelors,Never-married,Not-in-family,Black,Female,40,<=50K
47,Private,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
43,State-gov,Bachelors,Married-civ-spouse,Husband,White,Male,37,>50K
20,Private,Some-college,Never-married,Other-relative,White,Male,20,<=50K
29,Private,Bachelors,Married-civ-spouse,Husband,Black,Male,55,>50K
51,Federal-gov,Bachelors,Widowed,Not-in-family,Black,Female,40,<=50K
40,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,>50K
26,Private,5th-6th,Never-married,Not-in-family,White,Male,40,<=50K
30,Private,Bachelors,Never-married,Own-child,White,Female,40,<=50K
36,Private,HS-grad,Widowed,Not-in-family,White,Female,40,<=50K
68,Local-gov,HS-grad,Widowed,Not-in-family,White,Male,20,<=50K
42,Private,Some-college,Never-married,Not-in-family,White,Female,40,>50K
41,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
43,Private,Bachelors,Married-civ-spouse,Husband,White,Male,45,>50K
20,Private,Some-college,Never-married,Own-child,White,Male,20,<=50K
43,Private,Bachelors,Divorced,Own-child,White,Male,40,<=50K
53,Private,HS-grad,Married-civ-spouse,Husband,White,Male,60,>50K
45,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
39,Private,HS-grad,Never-married,Unmarried,White,Male,40,<=50K
31,Local-gov,Masters,Married-civ-spouse,Husband,White,Male,45,<=50K
23,Private,Some-college,Never-married,Other-relative,Asian-Pac-Islander,Male,25,<=50K
38,State-gov,Masters,Divorced,Not-in-family,White,Female,40,<=50K
37,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,45,>50K
18,Private,HS-grad,Never-married,Other-relative,White,Female,40,<=50K
41,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,45,<=50K
30,Private,Bachelors,Married-civ-spouse,Wife,White,Female,55,>50K
26,Private,Bachelors,Never-married,Own-child,White,Male,30,<=50K
37,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
25,Private,Some-college,Never-married,Not-in-family,Black,Female,50,<=50K
33,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
37,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
31,Private,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
27,Private,Some-college,Married-civ-spouse,Husband,White,Male,80,<=50K
35,Private,Masters,Married-civ-spouse,Husband,White,Male,40,>50K
28,Self-emp-not-inc,Some-college,Married-civ-spouse,Wife,White,Female,30,>50K
59,Private,HS-grad,Never-married,Not-in-family,White,Male,50,<=50K
42,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,<=50K
50,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
32,Private,Some-college,Divorced,Unmarried,White,Female,40,<=50K
27,Private,HS-grad,Separated,Unmarried,Black,Male,40,<=50K
43,Private,Bachelors,Divorced,Other-relative,White,Male,40,<=50K
46,Private,11th,Divorced,Unmarried,Amer-Indian-Eskimo,Male,40,>50K
41,Private,Some-college,Married-civ-spouse,Husband,White,Male,50,>50K
59,Local-gov,Masters,Divorced,Unmarried,White,Female,60,>50K
20,Private,Some-college,Never-married,Own-child,White,Female,30,<=50K
57,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
46,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,70,<=50K
45,Private,7th-8th,Married-civ-spouse,Husband,Black,Male,40,<=50K
29,Local-gov,HS-grad,Never-married,Unmarried,Asian-Pac-Islander,Male,45,<=50K
23,Private,11th,Married-civ-spouse,Husband,White,Male,40,<=50K
46,Private,HS-grad,Never-married,Not-in-family,White,Male,48,<=50K
58,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
38,Private,Assoc-voc,Never-married,Other-relative,Asian-Pac-Islander,Female,40,<=50K
29,Private,Some-college,Never-married,Other-relative,White,Male,50,<=50K
26,Local-gov,Bachelors,Never-married,Not-in-family,White,Female,40,<=50K
42,Private,Bachelors,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,>50K
61,Private,HS-grad,Separated,Unmarried,Asian-Pac-Islander,Male,45,>50K
31,Private,Some-college,Married-civ-spouse,Husband,White,Male,45,>50K
43,Private,HS-grad,Divorced,Own-child,White,Male,40,<=50K
47,Private,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
51,State-gov,HS-grad,Married-civ-spouse,Husband,White,Male,56,>50K
23,Private,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
24,Private,HS-grad,Never-married,Unmarried,White,Female,40,<=50K
25,Private,Some-college,Never-married,Not-in-family,White,Male,38,<=50K
38,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,50,<=50K
48,Private,HS-grad,Married-civ-spouse,Wife,White,Female,16,>50K
33,Private,HS-grad,Never-married,Not-in-family,White,Male,30,<=50K
46,Private,Masters,Married-civ-spouse,Husband,White,Male,55,>50K
18,Private,7th-8th,Never-married,Other-relative,Asian-Pac-Islander,Female,40,<=50K
52,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
46,Private,Bachelors,Married-civ-spouse,Husband,White,Male,45,>50K
28,Private,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
37,Private,Some-college,Never-married,Other-relative,Asian-Pac-Islander,Male,30,<=50K
45,Local-gov,Masters,Married-civ-spouse,Husband,White,Male,50,>50K
17,Private,10th,Never-married,Own-child,White,Female,16,<=50K
56,Private,Masters,Married-civ-spouse,Husband,White,Male,40,>50K
38,Self-emp-inc,Assoc-acdm,Divorced,Unmarried,White,Male,45,<=50K
81,Private,7th-8th,Married-civ-spouse,Husband,White,Male,10,<=50K
22,Private,Some-college,Never-married,Own-child,White,Female,30,<=50K
43,State-gov,Some-college,Divorced,Unmarried,White,Female,40,<=50K
31,Private,Assoc-acdm,Married-civ-spouse,Wife,White,Female,40,<=50K
42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
50,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
31,Private,Some-college,Separated,Not-in-family,White,Male,40,<=50K
35,Private,Some-college,Divorced,Not-in-family,White,Female,40,<=50K
36,Private,Bachelors,Separated,Unmarried,Black,Female,35,<=50K
33,Private,7th-8th,Married-civ-spouse,Husband,White,Male,40,<=50K
36,Private,Bachelors,Divorced,Unmarried,Black,Female,40,<=50K
50,Private,HS-grad,Never-married,Own-child,White,Male,25,<=50K
55,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
29,Private,HS-grad,Divorced,Unmarried,White,Female,40,<=50K
24,Private,Some-college,Never-married,Other-relative,Black,Female,30,<=50K
39,Federal-gov,Some-college,Divorced,Not-in-family,White,Male,40,>50K
34,Private,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
29,Private,7th-8th,Divorced,Unmarried,White,Female,55,<=50K
60,Private,Some-college,Married-civ-spouse,Husband,Other,Male,32,>50K
33,Private,Masters,Married-civ-spouse,Wife,White,Female,50,>50K
58,Private,9th,Never-married,Own-child,White,Male,40,<=50K
27,Private,Some-college,Separated,Not-in-family,White,Male,40,<=50K
46,State-gov,Some-college,Divorced,Unmarried,Amer-Indian-Eskimo,Female,40,<=50K
63,Private,HS-grad,Divorced,Not-in-family,White,Male,40,<=50K
38,Self-emp-not-inc,Some-college,Divorced,Unmarried,White,Female,40,<=50K
23,Private,Some-college,Never-married,Own-child,White,Male,15,<=50K
29,Private,Bachelors,Never-married,Not-in-family,White,Female,40,>50K
31,Private,Prof-school,Married-civ-spouse,Wife,White,Female,60,>50K
49,Self-emp-inc,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
45,Self-emp-inc,Doctorate,Married-civ-spouse,Husband,White,Male,60,>50K
42,Private,9th,Married-civ-spouse,Husband,White,Male,40,<=50K
48,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
33,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
24,Private,Some-college,Never-married,Own-child,White,Male,40,<=50K
49,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,50,<=50K
40,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
57,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,45,<=50K
50,Private,HS-grad,Divorced,Not-in-family,White,Female,40,<=50K
46,Private,Bachelors,Married-civ-spouse,Husband,White,Male,55,>50K
35,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,60,<=50K
